"Contractor_Name","Contractor_Details_URL","State_Local_Auth","Contract_Number","Phone","Location","Socio_Economic_Indicators","Contractor_TC_Price_List","View_Catalog"
"MAR, INCORPORATED",contractorInfo.do;jsessionid=45223235A079C3DB237FB375FB880575.prd2pweb?contractNumber=GS-35F-0229K&contractorName=MAR%2C+INCORPORATED&executeQuery=YES,Vendor is authorized to sell to State & Local Governments,GS-35F-0229K,301-230-4576,"ROCKVILLE ,MD",s,https://www.gsaadvantage.gov/ref_text/GS35F0229K/GS35F0229K_online.htm,advRedirect.do?contract=GS-35F-0229K&sin=132+51&src=elib&app=cat
MARATHON SYSTEMS INC.,contractorInfo.do;jsessionid=45223235A079C3DB237FB375FB880575.prd2pweb?contractNumber=GS-35F-0474V&contractorName=MARATHON+SYSTEMS+INC.&executeQuery=YES,Vendor is authorized to sell to State & Local Governments,GS-35F-0474V,(301)208-9305,"SYKESVILLE ,MD",s/dv/d,https://www.gsaadvantage.gov/ref_text/GS35F0474V/GS35F0474V_online.htm,
"MARATHON TS, INC.",contractorInfo.do;jsessionid=45223235A079C3DB237FB375FB880575.prd2pweb?contractNumber=GS-35F-581AA&contractorName=MARATHON+TS%2C+INC.&executeQuery=YES,Vendor is authorized to sell to State & Local Governments,GS-35F-581AA,7032304200,"KILMARNOCK ,VA",s/w/wo/h,https://www.gsaadvantage.gov/ref_text/GS35F581AA/GS35F581AA_online.htm,advRedirect.do?contract=GS-35F-581AA&sin=132+51&src=elib&app=cat
"MARICK GROUP, LLC",contractorInfo.do;jsessionid=45223235A079C3DB237FB375FB880575.prd2pweb?contractNumber=GS-35F-169CA&contractorName=MARICK+GROUP%2C+LLC&executeQuery=YES,Vendor is authorized to sell to State & Local Governments,GS-35F-169CA,410-800-4858,"LEESBURG ,VA",s,https://www.gsaadvantage.gov/ref_text/GS35F169CA/GS35F169CA_online.htm,advRedirect.do?contract=GS-35F-169CA&sin=132+51&src=elib&app=cat
"MARINER GROUP, LLC THE",contractorInfo.do;jsessionid=45223235A079C3DB237FB375FB880575.prd2pweb?contractNumber=GS-35F-0286Y&contractorName=MARINER+GROUP%2C+LLC+THE&executeQuery=YES,Vendor is authorized to sell to State & Local Governments,GS-35F-0286Y,8037793072,"COLUMBIA ,SC",s,https://www.gsaadvantage.gov/ref_text/GS35F0286Y/GS35F0286Y_online.htm,advRedirect.do?contract=GS-35F-0286Y&sin=132+51&src=elib&app=cat
MARJEN LLC,contractorInfo.do;jsessionid=45223235A079C3DB237FB375FB880575.prd2pweb?contractNumber=GS-35F-0269S&contractorName=MARJEN+LLC&executeQuery=YES,Indicates that state and local governments may procure Disaster Purchasing products/services from this contract,GS-35F-0269S,410.804.5516,"WASHINGTON ,DC",s/h,https://www.gsaadvantage.gov/ref_text/GS35F0269S/GS35F0269S_online.htm,advRedirect.do?contract=GS-35F-0269S&sin=132+51&src=elib&app=cat
MARKANT CORP,contractorInfo.do;jsessionid=45223235A079C3DB237FB375FB880575.prd2pweb?contractNumber=GS-35F-0781M&contractorName=MARKANT+CORP&executeQuery=YES,Indicates that state and local governments may procure Disaster Purchasing products/services from this contract,GS-35F-0781M,717-541-0800,"CARLISLE ,PA",s/w/d,https://www.gsaadvantage.gov/ref_text/GS35F0781M/GS35F0781M_online.htm,advRedirect.do?contract=GS-35F-0781M&sin=132+51&src=elib&app=cat
"MARLIN ALLIANCE, INC., THE",contractorInfo.do;jsessionid=45223235A079C3DB237FB375FB880575.prd2pweb?contractNumber=GS-35F-020CA&contractorName=MARLIN+ALLIANCE%2C+INC.%2C+THE&executeQuery=YES,Vendor is authorized to sell to State & Local Governments,GS-35F-020CA,"619-450-1717, X102","SAN DIEGO ,CA",s/w/wo/ew,https://www.gsaadvantage.gov/ref_text/GS35F020CA/GS35F020CA_online.htm,advRedirect.do?contract=GS-35F-020CA&sin=132+51&src=elib&app=cat
"MARQUIS BUSINESS AND TECHNOLOGY SOLUTIONS, LLC",contractorInfo.do;jsessionid=45223235A079C3DB237FB375FB880575.prd2pweb?contractNumber=GS-35F-250CA&contractorName=MARQUIS+BUSINESS+AND+TECHNOLOGY+SOLUTIONS%2C+LLC&executeQuery=YES,Vendor is authorized to sell to State & Local Governments,GS-35F-250CA,6462838600,"GREAT NECK ,NY",s/d,https://www.gsaadvantage.gov/ref_text/GS35F250CA/GS35F250CA_online.htm,advRedirect.do?contract=GS-35F-250CA&sin=132+51&src=elib&app=cat
"MARTEK GLOBAL SERVICES, INC.",contractorInfo.do;jsessionid=45223235A079C3DB237FB375FB880575.prd2pweb?contractNumber=GS-35F-0581K&contractorName=MARTEK+GLOBAL+SERVICES%2C+INC.&executeQuery=YES,Vendor is authorized to sell to State & Local Governments,GS-35F-0581K,301-656-3700,"BETHESDA ,MD",s/d,https://www.gsaadvantage.gov/ref_text/GS35F0581K/GS35F0581K_online.htm,advRedirect.do?contract=GS-35F-0581K&sin=132+51&src=elib&app=cat
"MARTINFEDERAL CONSULTING, LLC",contractorInfo.do;jsessionid=45223235A079C3DB237FB375FB880575.prd2pweb?contractNumber=GS-35F-491CA&contractorName=MARTINFEDERAL+CONSULTING%2C+LLC&executeQuery=YES,Vendor is authorized to sell to State & Local Governments,GS-35F-491CA,678-490-1036,"HUNTSVILLE ,AL",s/dv/d/8a,https://www.gsaadvantage.gov/ref_text/GS35F491CA/GS35F491CA_online.htm,advRedirect.do?contract=GS-35F-491CA&sin=132+51&src=elib&app=cat
MARYN CONSULTING INC.,contractorInfo.do;jsessionid=45223235A079C3DB237FB375FB880575.prd2pweb?contractNumber=GS-35F-0614V&contractorName=MARYN+CONSULTING+INC.&executeQuery=YES,Vendor is authorized to sell to State & Local Governments,GS-35F-0614V,202 494-5500,"WASHINGTON ,DC",s/d/8a/h,https://www.gsaadvantage.gov/ref_text/GS35F0614V/GS35F0614V_online.htm,advRedirect.do?contract=GS-35F-0614V&sin=132+51&src=elib&app=cat
MARZEN GROUP LLC,contractorInfo.do;jsessionid=45223235A079C3DB237FB375FB880575.prd2pweb?contractNumber=GS-35F-0053L&contractorName=MARZEN+GROUP+LLC&executeQuery=YES,Vendor is authorized to sell to State & Local Governments,GS-35F-0053L,603-889-9522,"NASHUA ,NH",s,https://www.gsaadvantage.gov/ref_text/GS35F0053L/GS35F0053L_online.htm,advRedirect.do?contract=GS-35F-0053L&sin=132+51&src=elib&app=cat
MASAI TECHNOLOGIES CORPORATION,contractorInfo.do;jsessionid=45223235A079C3DB237FB375FB880575.prd2pweb?contractNumber=GS-35F-316DA&contractorName=MASAI+TECHNOLOGIES+CORPORATION&executeQuery=YES,Vendor is authorized to sell to State & Local Governments,GS-35F-316DA,301-694-2751,"FREDERICK ,MD",s/d/h,https://www.gsaadvantage.gov/ref_text/GS35F316DA/GS35F316DA_online.htm,advRedirect.do?contract=GS-35F-316DA&sin=132+51&src=elib&app=cat
MASON HARRIMAN GROUP INC.,contractorInfo.do;jsessionid=45223235A079C3DB237FB375FB880575.prd2pweb?contractNumber=GS-35F-0529U&contractorName=MASON+HARRIMAN+GROUP+INC.&executeQuery=YES,,GS-35F-0529U,201-709-0875,"TOWACO ,NJ",s/w,https://www.gsaadvantage.gov/ref_text/GS35F0529U/GS35F0529U_online.htm,advRedirect.do?contract=GS-35F-0529U&sin=132+51&src=elib&app=cat
"MASTER KEY RESOURCES, LLC",contractorInfo.do;jsessionid=45223235A079C3DB237FB375FB880575.prd2pweb?contractNumber=GS-35F-0042N&contractorName=MASTER+KEY+RESOURCES%2C+LLC&executeQuery=YES,Vendor is authorized to sell to State & Local Governments,GS-35F-0042N,240-223-1454,"BETHESDA ,MD",s/d,https://www.gsaadvantage.gov/ref_text/GS35F0042N/GS35F0042N_online.htm,advRedirect.do?contract=GS-35F-0042N&sin=132+51&src=elib&app=cat
"MATHCRAFT, INC.",contractorInfo.do;jsessionid=45223235A079C3DB237FB375FB880575.prd2pweb?contractNumber=GS-35F-0098U&contractorName=MATHCRAFT%2C+INC.&executeQuery=YES,Vendor is authorized to sell to State & Local Governments,GS-35F-0098U,703-729-9022,"ASHBURN ,VA",s,https://www.gsaadvantage.gov/ref_text/GS35F0098U/GS35F0098U_online.htm,advRedirect.do?contract=GS-35F-0098U&sin=132+51&src=elib&app=cat
MATHECOLOGY LLC,contractorInfo.do;jsessionid=45223235A079C3DB237FB375FB880575.prd2pweb?contractNumber=GS-35F-0183Y&contractorName=MATHECOLOGY+LLC&executeQuery=YES,Vendor is authorized to sell to State & Local Governments,GS-35F-0183Y,6235819955,"PHOENIX ,AZ",s/w,https://www.gsaadvantage.gov/ref_text/GS35F0183Y/GS35F0183Y_online.htm,advRedirect.do?contract=GS-35F-0183Y&sin=132+51&src=elib&app=cat
"MATHEMATICA POLICY RESEARCH, INC.",contractorInfo.do;jsessionid=45223235A079C3DB237FB375FB880575.prd2pweb?contractNumber=GS-35F-306AA&contractorName=MATHEMATICA+POLICY+RESEARCH%2C+INC.&executeQuery=YES,Vendor is authorized to sell to State & Local Governments,GS-35F-306AA,(202) 484-3294,"WASHINGTON ,DC",o,https://www.gsaadvantage.gov/ref_text/GS35F306AA/GS35F306AA_online.htm,advRedirect.do?contract=GS-35F-306AA&sin=132+51&src=elib&app=cat
MATRIX LOGIC CORPORATION,contractorInfo.do;jsessionid=45223235A079C3DB237FB375FB880575.prd2pweb?contractNumber=GS-35F-0833N&contractorName=MATRIX+LOGIC+CORPORATION&executeQuery=YES,Vendor is authorized to sell to State & Local Governments,GS-35F-0833N,4158939897,"CHICO ,CA",s,https://www.gsaadvantage.gov/ref_text/GS35F0833N/GS35F0833N_online.htm,advRedirect.do?contract=GS-35F-0833N&sin=132+51&src=elib&app=cat
MATRIX SOLUTIONS CORP,contractorInfo.do;jsessionid=45223235A079C3DB237FB375FB880575.prd2pweb?contractNumber=GS-35F-390CA&contractorName=MATRIX+SOLUTIONS+CORP&executeQuery=YES,Vendor is authorized to sell to State & Local Governments,GS-35F-390CA,703-965-2590,"FAIRFAX ,VA",s/d/8a,https://www.gsaadvantage.gov/ref_text/GS35F390CA/GS35F390CA_online.htm,advRedirect.do?contract=GS-35F-390CA&sin=132+51&src=elib&app=cat
"MAUREEN DATA SYSTEMS, INC.",contractorInfo.do;jsessionid=45223235A079C3DB237FB375FB880575.prd2pweb?contractNumber=GS-35F-0372P&contractorName=MAUREEN+DATA+SYSTEMS%2C+INC.&executeQuery=YES,Vendor is authorized to sell to State & Local Governments,GS-35F-0372P,212-239-0969,"NEW YORK ,NY",s/w,https://www.gsaadvantage.gov/ref_text/GS35F0372P/GS35F0372P_online.htm,advRedirect.do?contract=GS-35F-0372P&sin=132+51&src=elib&app=cat
"MAVEN, INC.",contractorInfo.do;jsessionid=45223235A079C3DB237FB375FB880575.prd2pweb?contractNumber=GS-35F-370DA&contractorName=MAVEN%2C+INC.&executeQuery=YES,Vendor is authorized to sell to State & Local Governments,GS-35F-370DA,202-888-7159 X101,"LEESBURG ,VA",s/d/8a/h,https://www.gsaadvantage.gov/ref_text/GS35F370DA/GS35F370DA_online.htm,advRedirect.do?contract=GS-35F-370DA&sin=132+51&src=elib&app=cat
"MAXIMUS FEDERAL IT, INC.",contractorInfo.do;jsessionid=45223235A079C3DB237FB375FB880575.prd2pweb?contractNumber=GS-35F-0181R&contractorName=MAXIMUS+FEDERAL+IT%2C+INC.&executeQuery=YES,Indicates that state and local governments may procure Disaster Purchasing products/services from this contract,GS-35F-0181R,703-720-5895,"FALLS CHURCH ,VA",o,https://www.gsaadvantage.gov/ref_text/GS35F0181R/GS35F0181R_online.htm,advRedirect.do?contract=GS-35F-0181R&sin=132+51&src=elib&app=cat
MAXISIT INC,contractorInfo.do;jsessionid=45223235A079C3DB237FB375FB880575.prd2pweb?contractNumber=GS-35F-0206X&contractorName=MAXISIT+INC&executeQuery=YES,Vendor is authorized to sell to State & Local Governments,GS-35F-0206X,732-589-6597,"METUCHEN ,NJ",s/w,https://www.gsaadvantage.gov/ref_text/GS35F0206X/GS35F0206X_online.htm,advRedirect.do?contract=GS-35F-0206X&sin=132+51&src=elib&app=cat
"MBL TECHNOLOGIES, INC.",contractorInfo.do;jsessionid=45223235A079C3DB237FB375FB880575.prd2pweb?contractNumber=GS-35F-0475X&contractorName=MBL+TECHNOLOGIES%2C+INC.&executeQuery=YES,Vendor is authorized to sell to State & Local Governments,GS-35F-0475X,8045135199,"ARLINGTON ,VA",s/dv,https://www.gsaadvantage.gov/ref_text/GS35F0475X/GS35F0475X_online.htm,advRedirect.do?contract=GS-35F-0475X&sin=132+51&src=elib&app=cat
"MBR COMPUTER CONSULTANTS, INC.",contractorInfo.do;jsessionid=45223235A079C3DB237FB375FB880575.prd2pweb?contractNumber=GS-35F-0433U&contractorName=MBR+COMPUTER+CONSULTANTS%2C+INC.&executeQuery=YES,Vendor is authorized to sell to State & Local Governments,GS-35F-0433U,(703)426-4627,"FAIRFAX ,VA",s/d,https://www.gsaadvantage.gov/ref_text/GS35F0433U/GS35F0433U_online.htm,
"MCFARLAND & ASSOCIATES, INC.",contractorInfo.do;jsessionid=45223235A079C3DB237FB375FB880575.prd2pweb?contractNumber=GS-35F-490AA&contractorName=MCFARLAND+%26+ASSOCIATES%2C+INC.&executeQuery=YES,Vendor is authorized to sell to State & Local Governments,GS-35F-490AA,(301)589-0780,"SANDY SPRING ,MD",s/d,,
"MCFARLAND TECHNOLOGY, INC",contractorInfo.do;jsessionid=45223235A079C3DB237FB375FB880575.prd2pweb?contractNumber=GS-35F-090DA&contractorName=MCFARLAND+TECHNOLOGY%2C+INC&executeQuery=YES,Vendor is authorized to sell to State & Local Governments,GS-35F-090DA,7246993841,"PITTSBURGH ,PA",s/w/wo/ew/d,https://www.gsaadvantage.gov/ref_text/GS35F090DA/GS35F090DA_online.htm,advRedirect.do?contract=GS-35F-090DA&sin=132+51&src=elib&app=cat
"MCG ENERGY SOLUTIONS, LLC",contractorInfo.do;jsessionid=45223235A079C3DB237FB375FB880575.prd2pweb?contractNumber=GS-35F-0332T&contractorName=MCG+ENERGY+SOLUTIONS%2C+LLC&executeQuery=YES,,GS-35F-0332T,612-767-7742,"MINNEAPOLIS ,MN",s,https://www.gsaadvantage.gov/ref_text/GS35F0332T/GS35F0332T_online.htm,advRedirect.do?contract=GS-35F-0332T&sin=132+51&src=elib&app=cat
MCI COMMUNICATIONS SERVICES INC,contractorInfo.do;jsessionid=45223235A079C3DB237FB375FB880575.prd2pweb?contractNumber=GS-35F-0382T&contractorName=MCI+COMMUNICATIONS+SERVICES+INC&executeQuery=YES,Vendor is authorized to sell to State & Local Governments,GS-35F-0382T,301-282-3019,"ASHBURN ,VA",o,https://www.gsaadvantage.gov/ref_text/GS35F0382T/GS35F0382T_online.htm,advRedirect.do?contract=GS-35F-0382T&sin=132+51&src=elib&app=cat
"MCKENNA PRINCIPALS, INC., THE",contractorInfo.do;jsessionid=45223235A079C3DB237FB375FB880575.prd2pweb?contractNumber=GS-35F-394DA&contractorName=MCKENNA+PRINCIPALS%2C+INC.%2C+THE&executeQuery=YES,Vendor is authorized to sell to State & Local Governments,GS-35F-394DA,301-514-3376,"HERNDON ,VA",s/dv/d,https://www.gsaadvantage.gov/ref_text/GS35F394DA/GS35F394DA_online.htm,advRedirect.do?contract=GS-35F-394DA&sin=132+51&src=elib&app=cat
MCKENZIE CHRISTOPHER ASSOCIATES INC,contractorInfo.do;jsessionid=45223235A079C3DB237FB375FB880575.prd2pweb?contractNumber=GS-35F-0838P&contractorName=MCKENZIE+CHRISTOPHER+ASSOCIATES+INC&executeQuery=YES,Vendor is authorized to sell to State & Local Governments,GS-35F-0838P,443-852-2552,"GLEN BURNIE ,MD",s/8a,https://www.gsaadvantage.gov/ref_text/GS35F0838P/GS35F0838P_online.htm,advRedirect.do?contract=GS-35F-0838P&sin=132+51&src=elib&app=cat
MCKINNEY & MCKINNEY TECHNICAL SERVICES INC,contractorInfo.do;jsessionid=45223235A079C3DB237FB375FB880575.prd2pweb?contractNumber=GS-35F-359AA&contractorName=MCKINNEY+%26+MCKINNEY+TECHNICAL+SERVICES+INC&executeQuery=YES,Vendor is authorized to sell to State & Local Governments,GS-35F-359AA,703 580 1995,"WOODBRIDGE ,VA",s/w/wo/ew/d/h,https://www.gsaadvantage.gov/ref_text/GS35F359AA/GS35F359AA_online.htm,advRedirect.do?contract=GS-35F-359AA&sin=132+51&src=elib&app=cat
"MCLANE ADVANCED TECHNOLOGIES, LLC",contractorInfo.do;jsessionid=45223235A079C3DB237FB375FB880575.prd2pweb?contractNumber=GS-35F-0901P&contractorName=MCLANE+ADVANCED+TECHNOLOGIES%2C+LLC&executeQuery=YES,Vendor is authorized to sell to State & Local Governments,GS-35F-0901P,254-771-6434,"TEMPLE ,TX",s,https://www.gsaadvantage.gov/ref_text/GS35F0901P/GS35F0901P_online.htm,advRedirect.do?contract=GS-35F-0901P&sin=132+51&src=elib&app=cat
MCP COMPUTER PRODUCTS INC.,contractorInfo.do;jsessionid=45223235A079C3DB237FB375FB880575.prd2pweb?contractNumber=GS-35F-0889N&contractorName=MCP+COMPUTER+PRODUCTS+INC.&executeQuery=YES,Vendor is authorized to sell to State & Local Governments,GS-35F-0889N,800-255-8607,"SAN MARCOS ,CA",s/w/ew/d/8a,https://www.gsaadvantage.gov/ref_text/GS35F0889N/GS35F0889N_online.htm,advRedirect.do?contract=GS-35F-0889N&sin=132+51&src=elib&app=cat
"MCPC, INC.",contractorInfo.do;jsessionid=45223235A079C3DB237FB375FB880575.prd2pweb?contractNumber=GS-35F-391CA&contractorName=MCPC%2C+INC.&executeQuery=YES,Vendor is authorized to sell to State & Local Governments,GS-35F-391CA,(440)268-4394,"CLEVELAND ,OH",o,,
"MCR FEDERAL, LLC",contractorInfo.do;jsessionid=45223235A079C3DB237FB375FB880575.prd2pweb?contractNumber=GS-35F-5792H&contractorName=MCR+FEDERAL%2C+LLC&executeQuery=YES,Indicates that state and local governments may procure Disaster Purchasing products/services from this contract,GS-35F-5792H,703-506-4600,"MCLEAN ,VA",s,https://www.gsaadvantage.gov/ref_text/GS35F5792H/GS35F5792H_online.htm,advRedirect.do?contract=GS-35F-5792H&sin=132+51&src=elib&app=cat
"MCS OF TAMPA, INC.",contractorInfo.do;jsessionid=45223235A079C3DB237FB375FB880575.prd2pweb?contractNumber=GS-35F-0544M&contractorName=MCS+OF+TAMPA%2C+INC.&executeQuery=YES,Vendor is authorized to sell to State & Local Governments,GS-35F-0544M,813-872-0217,"TAMPA ,FL",s/d,https://www.gsaadvantage.gov/ref_text/GS35F0544M/GS35F0544M_online.htm,advRedirect.do?contract=GS-35F-0544M&sin=132+51&src=elib&app=cat
"MD TECH SOLUTIONS, LLC",contractorInfo.do;jsessionid=45223235A079C3DB237FB375FB880575.prd2pweb?contractNumber=GS-35F-024CA&contractorName=MD+TECH+SOLUTIONS%2C+LLC&executeQuery=YES,Vendor is authorized to sell to State & Local Governments,GS-35F-024CA,5403713725,"FREDERICKSBURG ,VA",s/d/h,https://www.gsaadvantage.gov/ref_text/GS35F024CA/GS35F024CA_online.htm,advRedirect.do?contract=GS-35F-024CA&sin=132+51&src=elib&app=cat
MDA INFORMATION SYSTEMS LLC,contractorInfo.do;jsessionid=45223235A079C3DB237FB375FB880575.prd2pweb?contractNumber=GS-35F-481DA&contractorName=MDA+INFORMATION+SYSTEMS+LLC&executeQuery=YES,Vendor is authorized to sell to State & Local Governments,GS-35F-481DA,240-833-8207,"GAITHERSBURG ,MD",o,https://www.gsaadvantage.gov/ref_text/GS35F481DA/GS35F481DA_online.htm,advRedirect.do?contract=GS-35F-481DA&sin=132+51&src=elib&app=cat
"MDB, INC.",contractorInfo.do;jsessionid=45223235A079C3DB237FB375FB880575.prd2pweb?contractNumber=GS-35F-260DA&contractorName=MDB%2C+INC.&executeQuery=YES,Vendor is authorized to sell to State & Local Governments,GS-35F-260DA,2023310060,"WASHINGTON ,DC",s/dv,https://www.gsaadvantage.gov/ref_text/GS35F260DA/GS35F260DA_online.htm,advRedirect.do?contract=GS-35F-260DA&sin=132+51&src=elib&app=cat
"MEBC, INC.",contractorInfo.do;jsessionid=45223235A079C3DB237FB375FB880575.prd2pweb?contractNumber=GS-35F-0134P&contractorName=MEBC%2C+INC.&executeQuery=YES,Vendor is authorized to sell to State & Local Governments,GS-35F-0134P,610-372-8360,"READING ,PA",s,https://www.gsaadvantage.gov/ref_text/GS35F0134P/GS35F0134P_online.htm,advRedirect.do?contract=GS-35F-0134P&sin=132+51&src=elib&app=cat
"MEDIANOW, INC.",contractorInfo.do;jsessionid=45223235A079C3DB237FB375FB880575.prd2pweb?contractNumber=GS-35F-0800N&contractorName=MEDIANOW%2C+INC.&executeQuery=YES,Indicates that state and local governments may procure Disaster Purchasing products/services from this contract,GS-35F-0800N,973-347-2155,"NETCONG ,NJ",s/dv,https://www.gsaadvantage.gov/ref_text/GS35F0800N/GS35F0800N_online.htm,advRedirect.do?contract=GS-35F-0800N&sin=132+51&src=elib&app=cat
"MEDICAL SCIENCE & COMPUTING, LLC",contractorInfo.do;jsessionid=45223235A079C3DB237FB375FB880575.prd2pweb?contractNumber=GS-35F-0373X&contractorName=MEDICAL+SCIENCE+%26+COMPUTING%2C+LLC&executeQuery=YES,Vendor is authorized to sell to State & Local Governments,GS-35F-0373X,2405144179,"ROCKVILLE ,MD",o,https://www.gsaadvantage.gov/ref_text/GS35F0373X/GS35F0373X_online.htm,advRedirect.do?contract=GS-35F-0373X&sin=132+51&src=elib&app=cat
"MEDICASOFT, LLC",contractorInfo.do;jsessionid=45223235A079C3DB237FB375FB880575.prd2pweb?contractNumber=GS-35F-280DA&contractorName=MEDICASOFT%2C+LLC&executeQuery=YES,Vendor is authorized to sell to State & Local Governments,GS-35F-280DA,813-739-8730,"ARLINGTON ,VA",s,https://www.gsaadvantage.gov/ref_text/GS35F280DA/GS35F280DA_online.htm,advRedirect.do?contract=GS-35F-280DA&sin=132+51&src=elib&app=cat
MEDSPHERE SYSTEMS CORPORATION,contractorInfo.do;jsessionid=45223235A079C3DB237FB375FB880575.prd2pweb?contractNumber=GS-35F-0240R&contractorName=MEDSPHERE+SYSTEMS+CORPORATION&executeQuery=YES,Indicates that state and local governments may procure Disaster Purchasing products/services from this contract,GS-35F-0240R,760-692-3743,"CARLSBAD ,CA",s,https://www.gsaadvantage.gov/ref_text/GS35F0240R/GS35F0240R_online.htm,advRedirect.do?contract=GS-35F-0240R&sin=132+51&src=elib&app=cat
"MEGA NA, INC.",contractorInfo.do;jsessionid=45223235A079C3DB237FB375FB880575.prd2pweb?contractNumber=GS-35F-0031T&contractorName=MEGA+NA%2C+INC.&executeQuery=YES,,GS-35F-0031T,781-784-7684,"RAYNHAM ,MA",o,https://www.gsaadvantage.gov/ref_text/GS35F0031T/GS35F0031T_online.htm,advRedirect.do?contract=GS-35F-0031T&sin=132+51&src=elib&app=cat
"MELE ASSOCIATES, INC.",contractorInfo.do;jsessionid=45223235A079C3DB237FB375FB880575.prd2pweb?contractNumber=GS-35F-4647G&contractorName=MELE+ASSOCIATES%2C+INC.&executeQuery=YES,Vendor is authorized to sell to State & Local Governments,GS-35F-4647G,240-453-6962,"ROCKVILLE ,MD",s/v/d,https://www.gsaadvantage.gov/ref_text/GS35F4647G/GS35F4647G_online.htm,advRedirect.do?contract=GS-35F-4647G&sin=132+51&src=elib&app=cat
"MERCATOR GROUP, INC.",contractorInfo.do;jsessionid=45223235A079C3DB237FB375FB880575.prd2pweb?contractNumber=GS-35F-103CA&contractorName=MERCATOR+GROUP%2C+INC.&executeQuery=YES,Vendor is authorized to sell to State & Local Governments,GS-35F-103CA,703-622-4818,"GREAT FALLS ,VA",s/w/wo,https://www.gsaadvantage.gov/ref_text/GS35F103CA/GS35F103CA_online.htm,advRedirect.do?contract=GS-35F-103CA&sin=132+51&src=elib&app=cat
"MERCOM, INCORPORATED",contractorInfo.do;jsessionid=45223235A079C3DB237FB375FB880575.prd2pweb?contractNumber=GS-35F-0660T&contractorName=MERCOM%2C+INCORPORATED&executeQuery=YES,Vendor is authorized to sell to State & Local Governments,GS-35F-0660T,843-979-9957,"PAWLEYS ISLAND ,SC",s/w/d/8a/h,https://www.gsaadvantage.gov/ref_text/GS35F0660T/GS35F0660T_online.htm,advRedirect.do?contract=GS-35F-0660T&sin=132+51&src=elib&app=cat
